city,category,window,count,activity_ratio,z_score,trend,stability_score,action,confidence,confidence_score,reason,data_source
boston,noise,2026-04-28 01:00:00,1,0.443,-0.776,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-28 01:00:00,1,0.939,-0.057,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-28 01:00:00,2,0.984,-0.021,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-28 07:00:00,1,0.584,-0.52,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-28 07:00:00,0,0.0,-0.7,stable,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-28 07:00:00,2,0.884,-0.161,stable,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-28 07:00:00,0,0.0,-0.932,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-28 07:00:00,0,0.0,-1.314,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-28 13:00:00,1,0.583,-0.52,rising,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-28 13:00:00,0,0.0,-0.703,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-28 13:00:00,6,2.649,2.313,stable,0.667,DEFER,MEDIUM,0.494,"Activity elevated (2.65x baseline, z=+2.3σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,parking,2026-04-28 13:00:00,0,0.0,-0.938,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-28 13:00:00,3,1.478,0.625,falling,0.5,DEFER,LOW,0.238,"Activity elevated (1.48x baseline, z=+0.6σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-04-28 19:00:00,1,0.586,-0.513,rising,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-28 19:00:00,0,0.0,-0.681,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-28 19:00:00,2,0.88,-0.167,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-28 19:00:00,3,2.762,1.639,rising,0.5,DEFER,MEDIUM,0.581,"Activity elevated (2.76x baseline, z=+1.6σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,sanitation,2026-04-28 19:00:00,3,1.478,0.626,rising,0.5,DEFER,MEDIUM,0.535,"Activity elevated (1.48x baseline, z=+0.6σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-04-29 01:00:00,0,0.0,-1.246,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-29 01:00:00,0,0.0,-0.687,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-29 01:00:00,0,0.0,-1.392,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-29 01:00:00,0,0.0,-0.945,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-29 01:00:00,0,0.0,-1.314,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-29 07:00:00,0,0.0,-1.248,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-29 07:00:00,0,0.0,-0.687,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-29 07:00:00,1,0.438,-0.782,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-29 07:00:00,1,0.898,-0.096,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-29 07:00:00,0,0.0,-1.316,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-29 13:00:00,4,2.313,1.658,rising,0.5,DEFER,MEDIUM,0.544,"Activity elevated (2.31x baseline, z=+1.7σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-04-29 13:00:00,1,1.0,0.202,stable,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-29 13:00:00,0,0.0,-1.407,rising,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-29 13:00:00,0,0.0,-0.932,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-29 13:00:00,3,1.459,0.601,rising,0.5,DEFER,LOW,0.385,"Activity elevated (1.46x baseline, z=+0.6σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-04-29 19:00:00,0,0.0,-1.268,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-29 19:00:00,3,3.0,1.991,falling,0.5,DEFER,MEDIUM,0.467,"Activity elevated (3.00x baseline, z=+2.0σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,noise,2026-04-29 19:00:00,5,2.193,1.672,stable,0.667,DEFER,MEDIUM,0.456,"Activity elevated (2.19x baseline, z=+1.7σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,parking,2026-04-29 19:00:00,2,1.831,0.773,stable,0.5,DEFER,LOW,0.371,"Activity elevated (1.83x baseline, z=+0.8σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,sanitation,2026-04-29 19:00:00,2,0.974,-0.034,stable,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-30 01:00:00,0,0.0,-1.26,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-30 01:00:00,0,0.0,-0.695,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-30 01:00:00,2,0.874,-0.178,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-30 01:00:00,0,0.0,-0.93,stable,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-30 01:00:00,1,0.484,-0.678,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-30 07:00:00,0,0.0,-1.259,stable,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-04-30 07:00:00,0,0.0,-0.692,stable,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-30 07:00:00,0,0.0,-1.415,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-30 07:00:00,1,0.913,-0.081,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-04-30 07:00:00,0,0.0,-1.315,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-04-30 13:00:00,3,1.706,0.894,stable,0.667,DEFER,LOW,0.323,"Activity elevated (1.71x baseline, z=+0.9σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-04-30 13:00:00,0,0.0,-0.7,rising,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-04-30 13:00:00,2,0.882,-0.166,stable,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-30 13:00:00,4,3.692,2.482,rising,0.333,DEFER,MEDIUM,0.647,"Activity elevated (3.69x baseline, z=+2.5σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,sanitation,2026-04-30 13:00:00,3,1.455,0.599,stable,0.5,DEFER,LOW,0.285,"Activity elevated (1.45x baseline, z=+0.6σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-04-30 19:00:00,3,1.714,0.9,stable,0.5,DEFER,MEDIUM,0.44,"Activity elevated (1.71x baseline, z=+0.9σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-04-30 19:00:00,2,2.0,1.083,stable,0.333,DEFER,LOW,0.367,"Activity elevated (2.00x baseline, z=+1.1σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,noise,2026-04-30 19:00:00,2,0.876,-0.175,stable,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-04-30 19:00:00,4,3.682,2.486,stable,0.667,DEFER,MEDIUM,0.693,"Activity elevated (3.68x baseline, z=+2.5σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,sanitation,2026-04-30 19:00:00,6,2.901,2.514,rising,0.333,DEFER,HIGH,0.778,"Activity elevated (2.90x baseline, z=+2.5σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-05-01 01:00:00,0,0.0,-1.257,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-05-01 01:00:00,0,0.0,-0.711,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-01 01:00:00,0,0.0,-1.409,falling,0.667,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-05-01 01:00:00,0,0.0,-0.927,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-01 01:00:00,0,0.0,-1.324,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-05-01 07:00:00,2,1.155,0.193,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-05-01 07:00:00,2,2.0,1.078,rising,0.167,DEFER,MEDIUM,0.467,"Activity elevated (2.00x baseline, z=+1.1σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,noise,2026-05-01 07:00:00,3,1.316,0.445,rising,0.167,DEFER,LOW,0.364,"Activity elevated (1.32x baseline, z=+0.4σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,parking,2026-05-01 07:00:00,0,0.0,-0.929,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-01 07:00:00,0,0.0,-1.326,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-05-01 13:00:00,5,2.902,2.361,rising,0.5,DEFER,MEDIUM,0.662,"Activity elevated (2.90x baseline, z=+2.4σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-05-01 13:00:00,5,5.0,3.743,rising,0.5,DEFER,HIGH,0.763,"Activity elevated (5.00x baseline, z=+3.7σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,noise,2026-05-01 13:00:00,7,3.066,2.919,rising,0.5,DEFER,HIGH,0.823,"Activity elevated (3.07x baseline, z=+2.9σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,parking,2026-05-01 13:00:00,1,0.894,-0.1,rising,0.667,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-01 13:00:00,7,3.365,3.124,rising,0.5,DEFER,HIGH,0.707,"Activity elevated (3.36x baseline, z=+3.1σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-05-01 19:00:00,4,2.297,1.613,falling,0.667,DEFER,MEDIUM,0.478,"Activity elevated (2.30x baseline, z=+1.6σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-05-01 19:00:00,0,0.0,-0.751,stable,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-01 19:00:00,3,1.299,0.426,stable,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-05-01 19:00:00,1,0.882,-0.111,rising,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-01 19:00:00,3,1.424,0.562,stable,0.833,DEFER,MEDIUM,0.427,"Activity elevated (1.42x baseline, z=+0.6σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-05-02 01:00:00,2,1.159,0.196,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-05-02 01:00:00,0,0.0,-0.753,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-02 01:00:00,0,0.0,-1.425,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-05-02 01:00:00,1,0.884,-0.108,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-02 01:00:00,1,0.482,-0.681,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-05-02 07:00:00,0,0.0,-1.24,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-05-02 07:00:00,2,2.0,1.033,rising,0.167,DEFER,MEDIUM,0.467,"Activity elevated (2.00x baseline, z=+1.0σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,noise,2026-05-02 07:00:00,2,0.864,-0.194,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-05-02 07:00:00,0,0.0,-0.932,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-02 07:00:00,0,0.0,-1.31,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-05-02 13:00:00,5,2.917,2.359,rising,0.5,DEFER,MEDIUM,0.634,"Activity elevated (2.92x baseline, z=+2.4σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-05-02 13:00:00,1,1.0,0.133,stable,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-02 13:00:00,3,1.291,0.416,rising,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-05-02 13:00:00,1,0.889,-0.104,stable,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-02 13:00:00,4,1.942,1.233,rising,0.5,DEFER,MEDIUM,0.488,"Activity elevated (1.94x baseline, z=+1.2σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-05-02 19:00:00,3,1.735,0.911,falling,0.667,DEFER,LOW,0.364,"Activity elevated (1.73x baseline, z=+0.9σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-05-02 19:00:00,1,1.0,0.138,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-02 19:00:00,6,2.601,2.278,stable,0.667,DEFER,MEDIUM,0.517,"Activity elevated (2.60x baseline, z=+2.3σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,parking,2026-05-02 19:00:00,4,3.537,2.389,rising,0.667,DEFER,MEDIUM,0.647,"Activity elevated (3.54x baseline, z=+2.4σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,sanitation,2026-05-02 19:00:00,8,3.913,3.794,stable,0.5,DEFER,MEDIUM,0.693,"Activity elevated (3.91x baseline, z=+3.8σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-05-03 01:00:00,0,0.0,-1.231,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-05-03 01:00:00,0,0.0,-0.743,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-03 01:00:00,2,0.866,-0.191,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-05-03 01:00:00,1,0.866,-0.127,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-03 01:00:00,1,0.496,-0.655,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-05-03 07:00:00,0,0.0,-1.231,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-05-03 07:00:00,0,0.0,-0.735,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-03 07:00:00,1,0.435,-0.801,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-05-03 07:00:00,1,0.857,-0.137,rising,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-03 07:00:00,1,0.496,-0.653,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-05-03 13:00:00,0,0.0,-1.236,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-05-03 13:00:00,1,1.0,0.16,rising,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-03 13:00:00,1,0.434,-0.806,stable,0.667,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-05-03 13:00:00,1,0.838,-0.158,rising,0.667,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-03 13:00:00,4,1.994,1.286,rising,0.5,DEFER,MEDIUM,0.496,"Activity elevated (1.99x baseline, z=+1.3σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-05-03 19:00:00,5,2.887,2.328,stable,0.833,DEFER,MEDIUM,0.53,"Activity elevated (2.89x baseline, z=+2.3σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-05-03 19:00:00,0,0.0,-0.729,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-03 19:00:00,2,0.868,-0.187,stable,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-05-03 19:00:00,1,0.83,-0.167,rising,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-03 19:00:00,8,3.988,3.832,stable,0.5,DEFER,MEDIUM,0.693,"Activity elevated (3.99x baseline, z=+3.8σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-05-04 01:00:00,0,0.0,-1.234,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-05-04 01:00:00,1,1.0,0.173,rising,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-04 01:00:00,2,0.87,-0.184,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-05-04 01:00:00,1,0.826,-0.172,falling,0.5,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-04 01:00:00,1,0.496,-0.647,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-05-04 07:00:00,1,0.576,-0.523,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-05-04 07:00:00,0,0.0,-0.729,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-04 07:00:00,1,0.435,-0.801,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-05-04 07:00:00,1,0.826,-0.172,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-04 07:00:00,1,0.496,-0.647,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-05-04 13:00:00,3,1.714,0.885,rising,0.5,DEFER,MEDIUM,0.424,"Activity elevated (1.71x baseline, z=+0.9σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-05-04 13:00:00,1,1.0,0.173,rising,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-04 13:00:00,2,0.877,-0.173,rising,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-05-04 13:00:00,0,0.0,-0.996,falling,0.667,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-04 13:00:00,3,1.493,0.63,rising,0.5,DEFER,MEDIUM,0.421,"Activity elevated (1.49x baseline, z=+0.6σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-05-04 19:00:00,1,0.575,-0.522,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-05-04 19:00:00,4,4.0,2.867,rising,0.5,DEFER,MEDIUM,0.647,"Activity elevated (4.00x baseline, z=+2.9σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,noise,2026-05-04 19:00:00,3,1.321,0.45,rising,0.5,DEFER,LOW,0.395,"Activity elevated (1.32x baseline, z=+0.5σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,parking,2026-05-04 19:00:00,1,0.81,-0.191,rising,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-04 19:00:00,3,1.489,0.626,falling,0.333,DEFER,LOW,0.357,"Activity elevated (1.49x baseline, z=+0.6σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-05-05 01:00:00,0,0.0,-1.225,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-05-05 01:00:00,0,0.0,-0.719,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-05 01:00:00,1,0.434,-0.796,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-05-05 01:00:00,0,0.0,-1.002,rising,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-05 01:00:00,0,0.0,-1.279,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-05-05 07:00:00,0,0.0,-1.226,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-05-05 07:00:00,0,0.0,-0.719,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-05 07:00:00,1,0.435,-0.792,falling,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-05-05 07:00:00,0,0.0,-0.998,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,sanitation,2026-05-05 07:00:00,1,0.495,-0.648,rising,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,housing,2026-05-05 13:00:00,3,1.744,0.908,rising,0.333,DEFER,MEDIUM,0.428,"Activity elevated (1.74x baseline, z=+0.9σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-05-05 13:00:00,0,0.0,-0.724,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-05 13:00:00,6,2.581,2.223,stable,0.5,DEFER,MEDIUM,0.484,"Activity elevated (2.58x baseline, z=+2.2σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,parking,2026-05-05 13:00:00,2,1.615,0.619,rising,0.833,DEFER,MEDIUM,0.439,"Activity elevated (1.62x baseline, z=+0.6σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,sanitation,2026-05-05 13:00:00,4,1.982,1.257,rising,0.5,DEFER,MEDIUM,0.494,"Activity elevated (1.98x baseline, z=+1.3σ) but stability not yet confirmed (1/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-05-05 19:00:00,3,1.775,0.939,rising,0.333,DEFER,MEDIUM,0.58,"Activity elevated (1.77x baseline, z=+0.9σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,infrastructure,2026-05-05 19:00:00,0,0.0,-0.719,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-05 19:00:00,4,1.734,1.021,falling,0.333,DEFER,LOW,0.393,"Activity elevated (1.73x baseline, z=+1.0σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,parking,2026-05-05 19:00:00,3,2.471,1.473,rising,0.167,DEFER,MEDIUM,0.684,"Activity elevated (2.47x baseline, z=+1.5σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,sanitation,2026-05-05 19:00:00,3,1.465,0.6,stable,0.833,DEFER,MEDIUM,0.403,"Activity elevated (1.47x baseline, z=+0.6σ) but stability not yet confirmed (2/3 windows). Awaiting further evidence.",synthetic
boston,housing,2026-05-06 01:00:00,0,0.0,-1.212,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,infrastructure,2026-05-06 01:00:00,0,0.0,-0.695,rising,0.0,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,noise,2026-05-06 01:00:00,0,0.0,-1.394,falling,0.333,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
boston,parking,2026-05-06 01:00:00,0,0.0,-1.004,falling,0.167,WAIT,LOW,0.1,Activity is at or below baseline. No evidence of stress.,synthetic
